ProductName,December_2018,January,February,March,April,May,June,July,August,September,October,November,December_2019
Assorted Circular Mobile,3.5,2.0,240.0,2.667,13.0,7.0,7.333,3.167,48.0,4.2,0.0,12.333,1.333
Assorted Colour Bird Ornament,22.581,23.0,22.527,23.261,21.333,21.406,17.261,17.415,57.491,21.538,18.196,24.783,28.298
Assorted Colour Lizard Suction Hook,24.0,24.0,56.0,62.0,12.5,8.286,18.667,2.75,3.5,11.25,10.692,17.455,8.667
Assorted Colour Metal Cat,12.0,0.0,0.0,1.0,3.333,4.0,6.0,4.5,1.0,0.0,3.0,5.4,2.5
Assorted Colour Mini Cases,4.176,4.778,9.31,3.184,2.958,6.611,1.958,2.852,3.735,3.298,4.129,4.931,12.417
Assorted Colour Silk Glasses Case,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assorted Colour Suction Cup Hook,17.333,0.0,1.333,0.0,24.0,0.0,1.0,48.0,24.0,10.5,0.0,1.667,1.0
Assorted Colour T-Light Holder,164.0,7.5,26.0,12.0,32.0,13.5,9.667,15.0,11.4,19.091,19.9,11.684,14.0
Assorted Coloured Circle Mobile,5.0,2.0,432.0,2.0,0.0,7.0,24.0,0.0,24.0,0.0,5.0,2.667,1.333
Assorted Colours Silk Fan,8.708,56.321,75.333,79.59,47.951,63.297,47.8,65.127,31.711,16.793,34.861,14.381,6.9
Assorted Creepy Crawlies,22.174,32.0,21.444,21.556,33.8,24.0,42.0,34.0,24.091,27.429,14.429,1.0,0.0
Assorted Easter Decorations Bells,153.0,11.0,11.333,9.375,6.5,0.0,0.0,0.0,6.0,13.667,0.0,13.0,0.0
Assorted Easter Gift Tags,20.333,22.182,18.706,15.107,29.667,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0
Assorted Farmyard Animals In Bucket,0.0,14.0,12.0,0.0,8.667,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Assorted Flower Colour ""Leis""",132.25,77.857,43.0,30.5,173.25,48.5,91.632,84.812,122.4,302.4,178.0,80.714,48.0
Assorted Incense Pack,552.0,0.0,72.0,90.0,108.0,120.0,72.0,216.0,0.0,100.8,72.0,108.0,72.0
Assorted Laquered Incense Holders,577.0,33.167,24.333,6.6,72.0,36.0,1.0,146.0,0.0,0.0,0.0,0.0,0.0
Assorted Mini Madras Notebook,1.0,0.0,0.0,12.333,24.0,24.0,52.364,36.0,24.0,24.0,48.0,0.0,0.0
Assorted Monkey Suction Cup Hook,1.0,10.833,23.667,8.0,7.1,3.5,13.5,2.0,14.0,17.25,11.0,5.4,1.0
Assorted Sanskrit Mini Notebook,0.0,0.0,0.0,18.0,0.0,36.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0
Assorted Shapes Photo Clip Silver,0.0,12.0,0.0,146.5,0.0,5.0,2.0,0.0,12.0,0.0,1.0,15.364,2.0
Assorted Tutti Frutti Bracelet,16.4,14.391,0.0,8.75,0.0,68.0,8.667,18.294,35.071,17.615,30.3,11.697,9.4
Assorted Tutti Frutti Fob Notebook,2.429,13.25,5.333,16.4,6.5,6.5,10.4,0.0,7.0,1.5,17.8,5.762,6.0
Assorted Tutti Frutti Heart Box,4.556,16.8,6.4,8.0,1.0,5.667,5.0,0.0,6.0,6.0,2.0,4.5,0.0
Assorted Tutti Frutti Keyring Ball,1.364,1.0,5.167,12.5,8.667,1.0,7.25,27.2,31.5,104.333,0.0,0.0,0.0
Assorted Tutti Frutti Large Purse,2.692,0.0,0.0,12.0,0.0,0.0,1.0,2.0,9.0,5.2,1.0,2.0,0.0
Assorted Tutti Frutti Mirror,2.733,5.0,7.0,13.4,12.0,6.5,7.667,10.0,17.833,7.0,7.0,35.333,0.0
Assorted Tutti Frutti Notebook,3.444,0.0,1.5,3.25,0.0,12.0,0.0,10.0,4.667,20.667,3.333,5.9,1.5
Assorted Tutti Frutti Pen,2.25,24.0,5.0,15.0,0.0,30.0,1.5,43.765,42.0,30.0,37.056,15.094,15.167
Assorted Tutti Frutti Round Box,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assorted Tutti Frutti Small Purse,11.333,0.0,24.0,12.5,3.0,8.5,9.667,1.5,7.4,10.111,19.444,7.75,1.5
Asstd Col Butterfly/Crystal W/Chime,72.5,0.0,74.5,1.667,1.0,73.5,0.0,1.0,0.0,0.0,10.0,0.0,1.0
Asstd Design 3d Paper Stickers,38.727,68.571,33.0,60.0,1.0,0.0,2.0,2.0,36.0,0.0,2.75,2510.2,46.0
Asstd Design Bubble Gum Ring,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asstd Design Racing Car Pen,6.25,11.0,13.0,10.4,9.0,19.2,22.333,8.741,97.0,8.818,7.867,8.6,4.4
Asstd Fruit+Flowers Fridge Magnets,24.0,24.0,12.0,62.667,16.0,16.8,0.0,49.6,60.0,20.571,24.0,15.875,0.0
Asstd Multicolour Circles Mug,20.8,5.545,0.0,33.6,24.556,17.8,11.333,19.579,24.0,16.667,6.0,16.0,0.0
Asstd Rasta Key-Chains,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Babushka Lights String Of 10,2.292,3.5,2.833,6.25,2.375,5.111,3.1,2.8,1.667,4.091,2.7,3.913,2.0
Baby Boom Ribbons,4.6,7.857,4.692,4.857,4.571,1.5,2.875,1.75,3.273,3.333,0.0,0.0,0.0
Baby Mouse Red Gingham Dress,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,6.5,1.7,0.0
Bag 125g Swirly Marbles,20.105,12.5,25.385,27.714,50.565,23.5,31.8,56.583,33.533,70.609,15.939,26.734,7.1
Bag 250g Swirly Marbles,16.0,15.875,54.833,39.0,65.3,30.133,13.167,37.333,22.0,18.545,19.621,10.629,4.625
Bag 500g Swirly Marbles,3.0,5.8,5.714,2.833,12.5,7.0,9.2,6.5,9.182,5.778,5.875,4.086,28.759
Bag Of Silver Stones,3.333,14.2,2.0,10.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baking Mould Chocolate Cupcakes,5.72,5.894,6.158,7.882,4.25,6.2,15.0,4.5,4.667,7.333,3.75,1.714,4.667
Baking Mould Easter Egg Milk Choc,4.286,11.227,5.844,15.853,3.5,5.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
Baking Mould Easter Egg White Choc,5.0,14.158,3.208,8.067,2.833,15.75,6.0,0.0,0.0,3.5,1.0,1.0,0.0
Baking Mould Heart Milk Chocolate,7.429,4.156,4.955,16.545,2.0,3.286,16.75,2.833,6.571,4.5,5.083,4.842,2.286
Baking Mould Heart White Chocolate,9.231,8.2,10.6,4.154,2.667,2.875,5.5,2.5,3.333,4.333,2.875,1.462,5.0
Baking Mould Rose Milk Chocolate,11.778,9.846,26.0,21.5,21.25,22.0,5.0,10.5,6.0,2.667,1.667,1.875,2.0
Baking Mould Rose White Chocolate,4.0,12.714,17.2,12.571,1.0,2.333,5.4,2.0,1.0,6.0,1.833,1.167,2.0
Baking Mould Toffee Cup Chocolate,12.375,26.111,16.222,25.833,1.0,19.0,6.0,1.0,4.833,4.0,2.4,1.4,5.333
Baking Set 9 Piece Retrospot,2.857,4.386,6.628,3.829,3.169,5.212,6.796,3.317,4.31,9.08,4.388,5.119,6.341
Baking Set Spaceboy Design,5.812,4.062,5.905,5.073,2.789,3.564,3.222,3.067,5.08,3.14,3.448,6.8,4.28
Balloon Art Make Your Own Flowers,3.6,5.182,10.75,10.333,5.75,10.0,1.0,3.333,7.0,1.333,6.5,3.385,26.0
Balloon Pump With 10 Balloons,4.778,1.75,4.875,15.0,10.25,8.727,9.833,4.143,4.667,4.7,6.071,4.211,2.667
Balloon Water Bomb Pack Of 35,11.778,11.375,13.125,161.222,165.25,13.333,19.083,13.538,12.625,10.625,15.75,13.682,13.333
Balloons Writing Set,4.15,3.0,3.15,2.1,3.182,3.045,6.278,8.844,2.778,4.724,2.356,3.097,1.467
Bank Account Greeting Card,9.2,5.348,24.0,12.0,21.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Banquet Birthday Card,7.429,8.444,14.5,5.091,9.562,12.45,11.2,11.0,15.167,13.0,8.308,7.944,4.0
Baroque Butterfly Earrings Black,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Baroque Butterfly Earrings Crystal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Baroque Butterfly Earrings Montana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Baroque Butterfly Earrings Pink,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Baroque Butterfly Earrings Red,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basket Of Flowers Sewing Kit,17.857,8.0,65.0,14.0,9.0,13.5,5.5,3.2,6.333,8.333,14.429,2.833,1.6
Basket Of Toadstools,4.286,11.111,13.714,6.143,46.333,1.5,4.5,25.15,4.556,1.333,4.143,14.308,4.0
Bath Building Block Word,2.484,2.853,3.304,4.792,3.556,2.618,3.04,2.056,2.308,2.235,2.786,2.172,4.8
Bathroom Hook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.375,3.4,3.8,7.5
Bathroom Metal Sign,5.38,8.93,8.531,9.588,11.038,6.695,11.576,12.346,10.784,14.115,6.204,6.171,11.0
Bathroom Scales Footprints In Sand,1.0,0.0,1.5,1.667,1.25,0.0,0.0,0.0,2.0,2.0,5.667,6.0,0.0
Bathroom Scales Rubber Ducks,1.0,0.0,0.0,1.333,1.5,1.0,0.0,1.0,2.0,1.0,3.0,6.0,0.0
Bathroom Scales Tropical Beach,2.0,0.0,1.0,1.333,1.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0
Bathroom Set Love Heart Design,1.0,6.0,6.333,12.5,6.0,4.333,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Beach Hut Design Blackboard,2.25,3.5,3.5,3.5,0.0,1.25,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Beach Hut Key Cabinet,1.222,1.714,0.0,0.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beach Hut Mirror,0.0,0.0,0.0,0.0,1.0,2.0,1.0,13.667,0.0,0.0,0.0,0.0,0.0
Beach Hut Shelf W 3 Drawers,0.0,0.0,1.0,1.5,2.8,1.5,2.714,1.2,3.75,0.0,4.2,1.0,0.0
Beaded Chandelier T-Light Holder,0.0,0.0,0.0,0.0,11.0,4.143,3.833,5.0,1.4,6.833,53.3,80.333,0.0
Beaded Crystal Heart Blue Large,0.0,24.0,5.8,0.0,1.0,2.0,0.0,11.3,24.0,13.571,2.0,2.75,2.667
Beaded Crystal Heart Blue On Stick,2.5,4.25,3.0,5.0,6.75,1.667,3.0,2.0,2.5,6.167,5.667,2.0,0.0
Beaded Crystal Heart Blue Small,9.0,2.667,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.667,1.0,1.0
Beaded Crystal Heart Green Large,6.5,12.0,0.0,1.0,7.0,6.0,6.5,18.429,21.125,15.067,11.2,9.25,1.0
Beaded Crystal Heart Green On Stick,3.133,4.64,2.357,3.5,1.833,1.727,3.769,3.067,3.357,4.125,3.778,6.714,3.75
Beaded Crystal Heart Green Small,4.0,5.571,6.5,1.0,9.333,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0
Beaded Crystal Heart Pink Large,3.0,5.0,8.333,2.857,2.0,1.667,5.667,20.214,15.625,3.333,4.4,1.5,2.667
Beaded Crystal Heart Pink On Stick,2.765,5.433,3.167,4.467,2.5,5.571,3.6,4.611,4.727,5.143,3.154,2.818,3.6
Beaded Crystal Heart Pink Small,2.714,3.615,4.231,4.286,0.0,1.0,2.0,2.333,1.0,1.333,1.0,1.714,21.0
Beaded Love Heart Jewellery Set,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beaded Pearl Heart White Large,9.0,2.0,0.0,1.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beaded Pearl Heart White On Stick,7.6,6.474,6.933,5.316,11.889,15.875,7.167,7.737,4.0,0.0,3.0,0.0,0.0
Belle Jardiniere Cushion Cover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.309,3.781,3.25,3.176
Best Dad Candle Letters,0.0,0.0,1.0,3.0,0.0,4.5,6.0,0.0,0.0,0.0,3.5,0.0,0.0
Beware Of The Cat Metal Sign,5.577,10.458,9.3,7.391,6.25,6.93,7.559,14.667,11.351,20.688,4.923,8.469,8.667
Bicycle Puncture Repair Kit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,16.757
Big Doughnut Fridge Magnets,8.167,5.467,10.48,6.75,9.533,9.3,8.0,8.842,16.5,6.0,13.5,1.0,7.0
Big Polkadot Mug,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bili Nut And Wood Necklace,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,15.0,0.0,6.0,0.0
Bingo Set,3.02,2.0,3.214,4.696,4.222,8.034,2.647,3.806,2.9,11.312,3.34,3.624,1.0
Bird Box Christmas Tree Decoration,3.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bird Decoration Green Polkadot,3.222,8.531,6.222,7.222,7.4,3.833,2.857,2.952,3.4,7.0,12.0,1.5,0.0
Bird Decoration Red Retrospot,5.357,4.357,5.071,8.667,6.737,5.0,5.375,3.4,12.667,13.857,6.75,8.1,1.333
Bird House Hot Water Bottle,7.564,4.243,2.778,1.9,2.5,1.0,2.25,2.25,5.182,3.435,3.045,3.337,5.048
Bird On Branch Canvas Screen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
Birdcage Decoration Tealight Holder,18.0,3.0,23.0,5.111,11.0,3.2,5.429,17.833,7.556,5.667,9.0,8.2,12.0
Birdhouse Decoration Magic Garden,3.857,6.667,8.048,5.741,4.192,2.0,9.2,4.444,1.0,1.0,2.0,2.875,1.5
Birdhouse Garden Marker,1.375,6.286,5.875,24.389,36.846,5.722,7.214,4.667,5.4,11.333,3.727,4.067,7.667
Birds Mobile Vintage Design,3.0,1.0,2.5,2.75,2.571,3.667,2.571,2.0,3.167,2.5,2.929,2.182,1.0
Birthday Banquet Gift Wrap,25.0,25.0,25.0,25.0,25.0,25.0,25.0,83.333,0.0,25.0,25.0,25.0,25.0
Birthday Card Retro Spot,14.571,10.4,12.875,9.467,9.625,12.6,10.438,8.267,7.045,7.179,12.667,9.361,7.5
Birthday Party Cordon Barrier Tape,8.438,3.0,5.333,4.2,4.125,6.0,4.909,4.778,3.0,5.571,2.667,3.545,1.0
Biscuit Tin 50'S Christmas,0.0,0.0,0.0,0.0,0.0,0.0,1.75,20.538,5.833,6.509,6.257,7.387,5.115
Biscuit Tin Vintage Christmas,0.0,0.0,0.0,0.0,0.0,0.0,2.167,12.222,18.812,7.217,5.468,6.217,4.115
Biscuit Tin Vintage Green,1.625,1.833,4.955,6.231,1.75,4.1,2.0,5.286,2.083,4.667,3.8,1.385,1.0
Biscuit Tin Vintage Red,2.5,3.2,4.4,5.778,2.615,4.222,1.75,4.818,1.455,5.067,2.308,2.211,1.0
Biscuits Small Bowl Light Blue,4.667,3.192,2.0,4.65,17.286,10.0,6.148,7.323,3.733,10.0,0.0,0.0,0.0
Black 3 Bead Drop Earrings,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,3.5,0.0,1.0
Black And White Cat Bowl,19.0,9.25,27.0,13.0,4.0,320.667,3.667,1.0,5.0,6.0,3.5,1.5,1.0
Black And White Dog Bowl,14.091,12.0,36.0,1.5,2.667,91.375,2.0,1.0,1.0,0.0,3.0,0.0,0.0
Black Baroque Carriage Clock,0.0,1.235,0.0,0.0,0.0,0.0,1.5,1.0,0.0,1.0,3.333,1.2,1.75
Black Baroque Wall Clock,1.0,2.2,2.25,1.0,12.0,1.0,1.5,1.0,1.0,1.0,0.0,3.0,1.0
Black Bird Garden Design Mug,0.0,3.5,0.0,4.0,5.333,0.0,6.0,9.0,6.0,2.5,0.0,8.0,0.0
Black Candelabra T-Light Holder,17.421,4.889,12.545,3.5,3.5,13.583,11.222,9.25,9.5,5.286,3.333,0.0,0.0
Black Champagne Glass,7.0,0.0,4.0,48.0,33.333,75.0,52.5,39.0,64.0,6.667,0.0,0.0,0.0
Black Cherry Lights,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Christmas Flock Droplet,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Christmas Tree 120cm,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,4.667,8.0,72.0
Black Christmas Tree 60cm,5.5,0.0,0.0,0.0,0.0,13.0,0.0,0.0,9.5,106.0,9.0,15.0,0.0
Black Chunky Bead Bracelet W Strap,1.0,1.0,1.5,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0
Black Crystal Drop Earrings,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
Black Diamante Expandable Ring,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.667,3.5,0.0,0.0
Black Diamond Cluster Earrings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Black Diamond Cluster Necklace,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Black Diner Wall Clock,1.2,1.364,1.667,1.75,1.333,1.667,1.5,1.0,2.0,0.0,0.0,0.0,0.0
Black Drop Crystal Necklace,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0
Black Drop Earrings W Long Beads,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Black Ear Muff Headphones,2.308,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.1,1.0
Black Enamel Flower Ring,1.0,1.0,0.0,2.25,4.5,1.0,6.0,9.0,1.0,12.0,4.667,1.0,3.5
Black Enchanted Forest Placemat,14.818,5.333,8.889,11.75,6.0,5.375,2.8,6.0,13.0,28.0,3.0,3.2,8.0
Black Feather Christmas Decoration,0.0,0.0,0.0,1.0,0.0,24.0,17.0,0.0,10.0,10.0,0.0,0.0,0.0
Black Fine Bead Necklace W Tassel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Black Flower Candle Plate,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Gemstone Bracelet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Black Gemstone Necklace 45cm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Black Glass Bracelet W Heart Charms,1.0,1.667,1.0,1.0,0.0,0.0,1.0,1.0,1.5,1.0,2.0,1.5,1.0
Black Glass/Shell/Pearl Necklace,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Grand Baroque Photo Frame,8.75,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Heart Card Holder,83.0,3.438,11.706,4.824,4.231,29.0,29.0,63.0,6.077,24.533,12.917,12.211,29.333
Black Kitchen Scales,1.739,1.5,1.824,3.857,2.6,2.4,1.8,2.286,3.4,1.769,5.364,2.6,2.667
Black Love Bird Candle,10.8,6.0,2.0,1.667,0.0,5.5,1.5,7.0,1.5,4.667,2.0,2.0,2.0
Black Love Bird T-Light Holder,22.2,3.571,3.0,0.0,3.5,2.0,0.0,3.0,0.0,6.0,1.667,1.0,1.0
Black Medium Glass Cake Stand,2.0,0.0,2.0,4.0,1.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Mini Tape Measure,8.55,4.0,2.769,10.357,3.875,7.529,2.083,1.0,0.0,1.5,1.6,2.0,3.0
Black Orange Squeezer,6.5,4.0,10.0,1.5,0.0,5.0,1.5,12.0,10.0,15.0,5.0,5.2,0.0
Black Photo Album,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Pirate Treasure Chest,1.643,2.5,1.429,2.167,12.667,1.857,2.0,2.933,1.0,2.933,5.429,2.545,9.0
Black Record Cover Frame,65.857,13.765,49.5,14.45,14.412,25.75,50.848,21.931,20.444,22.594,17.189,26.619,44.971
Black Sil't Squ Candle Plate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0
Black Silouette Candle Plate,8.0,12.0,5.333,0.0,2.5,3.0,3.5,5.0,12.0,24.0,9.0,6.5,3.0
Black Small Glass Cake Stand,1.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Square Table Clock,1.0,1.429,0.0,1.0,0.0,0.0,2.667,1.0,0.0,1.0,13.333,7.0,2.833
Black Stitched Wall Clock,20.143,3.222,12.5,1.0,1.5,20.5,4.0,16.692,40.75,43.5,0.0,0.0,0.0
Black Sweetheart Bracelet,2.286,1.0,1.75,2.0,3.0,2.8,3.5,2.25,2.0,1.0,1.25,1.0,2.75
Black Tea Coffee Sugar Jars,8.667,11.0,24.0,6.8,9.2,12.0,9.833,12.2,8.333,5.0,6.5,6.0,1.0
Black Tea Towel Classic Design,8.8,6.88,18.0,3.333,5.0,12.5,7.429,4.267,6.667,5.5,3.625,4.0,9.4
Black Vint Art Dec Crystal Bracelet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Black Vint Art Dec Crystal Necklace,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.5,0.0
Black Vintage Crystal Earrings,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,1.333,0.0,0.0
Black Vintage Earrings,1.333,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.25,0.0
Black Wine Glass,9.0,0.0,2.0,30.0,57.273,465.0,2.0,0.0,0.0,0.0,6.0,18.0,0.0
Black+White Necklace W Tassel,1.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0
Black/Blue Polkadot Umbrella,2.567,8.526,3.133,1.889,2.444,6.692,1.875,7.267,2.448,3.186,5.438,3.378,1.333
Black/White Glass/Silver Bracelet,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blackchristmas Tree 30cm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bling Key Ring Stand,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Blond Doll Doorstop,0.0,1.0,0.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,2.167,8.2,0.0
Blossom Images Gift Wrap Set,24.5,0.0,14.0,4.75,0.0,42.0,6.667,5.5,6.231,5.188,4.286,3.115,5.182
Blossom Images Notebook Set,0.0,6.0,0.0,24.0,24.0,8.667,9.333,6.75,24.0,12.833,28.167,13.5,2.0
Blossom Images Scrap Book Set,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue & White Breakfast Tray,1.0,1.154,2.0,8.0,8.0,2.857,1.833,0.0,0.0,0.0,0.0,0.0,0.0
Blue Birdhouse Decoration,3.6,3.714,5.0,3.75,7.5,6.333,10.4,0.0,2.0,2.25,5.333,3.8,20.0
Blue Blossom Hair Clip,7.5,12.0,0.0,0.0,24.0,1.0,0.0,1.0,1.0,12.0,5.5,1.0,1.0
Blue Breakfast Cup And Saucer,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Bunny Easter Egg Basket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,144.0
Blue Calculator Ruler,3.7,2.667,2.0,1.2,1.0,3.0,5.4,6.0,3.0,1.714,16.143,5.452,2.125
Blue Cat Biscuit Barrel Pink Heart,0.0,0.0,0.0,0.0,7.75,12.0,1.6,2.143,0.0,0.0,0.0,0.0,0.0
Blue Charlie+Lola Personal Doorsign,4.0,11.389,1.5,2.333,0.0,21.2,24.0,13.462,19.0,14.455,10.647,5.519,3.25
Blue Check Bag W Handle 34x20cm,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Chenille Shaggy Cushion Cover,2.0,0.0,0.0,0.0,4.0,1.333,10.0,5.333,0.0,0.0,2.0,2.0,0.0
Blue Circles Design Monkey Doll,1.333,2.0,0.0,1.333,2.667,2.2,3.143,3.0,2.0,0.0,5.0,0.0,0.0
Blue Circles Design Teddy,2.5,1.0,2.0,1.2,1.0,2.0,1.5,1.5,1.0,6.0,3.5,3.167,0.0
Blue Climbing Hydranga Art Flower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0
Blue Coat Rack Paris Fashion,2.364,1.692,2.818,2.0,3.111,12.364,2.636,3.0,2.231,1.625,1.6,1.375,2.0
Blue Crusoe Check Lampshade,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Blue Crystal Boot Phone Charm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Cushion Cover With Flower,0.0,2.0,0.0,3.2,4.0,1.0,1.5,1.286,3.0,2.0,0.0,0.0,0.0
Blue Daisy Mobile,24.0,0.0,24.0,0.0,0.0,0.0,2.0,4.5,36.5,7.5,12.0,1.0,0.0
Blue Delphinium Artificial Flower,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,24.0,3.0,0.0,0.0,24.0
Blue Diamante Pen In Gift Box,1.667,4.0,1.0,2.0,0.0,0.0,3.0,7.0,1.0,1.0,1.0,1.1,1.25
Blue Diner Wall Clock,1.684,1.957,2.636,1.853,2.64,2.467,3.0,4.029,2.59,3.781,2.636,1.821,2.538
Blue Disco Handbag,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,4.0,1.0,1.75,1.0
Blue Dragonfly Helicopter,1.458,0.0,0.0,2.0,1.333,1.0,1.0,1.5,1.0,3.0,0.0,1.667,0.0
Blue Drawer Knob Acrylic Edwardian,9.875,7.143,9.688,10.765,21.4,7.833,9.812,6.647,6.263,9.769,8.346,10.5,5.2
Blue Drop Earrings W Bead Cluster,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Easter Egg Hunt Start Post,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Blue Egg Spoon,18.333,37.0,6.5,13.941,14.077,13.667,18.625,19.846,19.444,26.625,7.444,24.636,2.0
